user_id,timestamp,channel,funnel_stage
USER_1614,2026-01-12 21:17:00,Organic Search,click
USER_2885,2026-01-12 21:19:00,Google Ads,click
USER_2878,2026-01-12 21:23:00,Google Ads,click
USER_1906,2026-01-12 21:50:00,Meta Ads,visit
USER_1779,2026-01-12 22:00:00,Email Referral,click
USER_2363,2026-01-12 22:13:00,Meta Ads,visit
USER_3152,2026-01-12 22:25:00,Organic Search,click
USER_1618,2026-01-12 22:27:00,Google Ads,click
USER_3387,2026-01-12 22:40:00,Meta Ads,click
USER_2631,2026-01-12 22:48:00,Meta Ads,visit
USER_2463,2026-01-12 22:58:00,Google Ads,signup
USER_1591,2026-01-12 22:59:00,Google Ads,visit
USER_1693,2026-01-12 23:00:00,Organic Search,click
USER_3321,2026-01-12 23:32:00,Organic Search,click
USER_1700,2026-01-12 23:36:00,Meta Ads,booking
USER_2840,2026-01-12 23:39:00,Meta Ads,click
USER_2016,2026-01-12 23:47:00,Organic Search,signup
USER_3055,2026-01-12 23:48:00,Google Ads,click
USER_2417,2026-01-12 23:59:00,Meta Ads,visit
USER_2184,2026-01-13 00:11:00,Google Ads,signup
USER_1785,2026-01-13 00:28:00,Google Ads,signup
USER_1944,2026-01-13 00:30:00,Meta Ads,click
USER_1270,2026-01-13 00:33:00,Google Ads,click
USER_1816,2026-01-13 00:43:00,Google Ads,booking
USER_1085,2026-01-13 00:54:00,Meta Ads,click
USER_1846,2026-01-13 00:58:00,Google Ads,click
USER_1432,2026-01-13 01:00:00,Google Ads,visit
USER_3047,2026-01-13 01:01:00,Organic Search,click
USER_2753,2026-01-13 01:11:00,Organic Search,click
USER_3426,2026-01-13 01:13:00,Organic Search,visit
USER_1944,2026-01-13 01:20:00,Meta Ads,visit
USER_1781,2026-01-13 01:23:00,Google Ads,click
USER_1039,2026-01-13 01:40:00,Google Ads,click
USER_2632,2026-01-13 01:45:00,Meta Ads,visit
USER_1018,2026-01-13 02:02:00,Organic Search,visit
USER_1856,2026-01-13 02:10:00,Organic Search,click
USER_2814,2026-01-13 03:02:00,Email Referral,visit
USER_2151,2026-01-13 03:08:00,Google Ads,click
USER_3191,2026-01-13 03:21:00,Google Ads,booking
USER_1137,2026-01-13 03:42:00,Meta Ads,click
USER_2200,2026-01-13 03:51:00,Google Ads,booking
USER_3069,2026-01-13 03:58:00,Organic Search,visit
USER_3344,2026-01-13 04:09:00,Meta Ads,click
USER_2190,2026-01-13 04:17:00,Google Ads,visit
USER_3258,2026-01-13 04:23:00,Google Ads,signup
USER_2578,2026-01-13 04:45:00,Google Ads,click
USER_1575,2026-01-13 04:53:00,Meta Ads,booking
USER_2086,2026-01-13 05:02:00,Email Referral,click
USER_3377,2026-01-13 05:09:00,Meta Ads,visit
USER_1818,2026-01-13 05:28:00,Google Ads,click
USER_2125,2026-01-13 05:28:00,Meta Ads,visit
USER_3303,2026-01-13 06:14:00,Organic Search,click
USER_1779,2026-01-13 06:26:00,Meta Ads,click
USER_1532,2026-01-13 06:30:00,Meta Ads,click
USER_2203,2026-01-13 07:05:00,Meta Ads,click
USER_3396,2026-01-13 07:20:00,Google Ads,visit
USER_3375,2026-01-13 07:21:00,Meta Ads,click
USER_2511,2026-01-13 07:45:00,Google Ads,signup
USER_3370,2026-01-13 07:58:00,Google Ads,signup
USER_3152,2026-01-13 08:13:00,Google Ads,signup
USER_1172,2026-01-13 08:16:00,Meta Ads,click
USER_2716,2026-01-13 08:30:00,Meta Ads,click
USER_1942,2026-01-13 08:32:00,Organic Search,click
USER_1365,2026-01-13 08:33:00,Meta Ads,visit
USER_1035,2026-01-13 09:46:00,Google Ads,click
USER_1794,2026-01-13 09:48:00,Organic Search,click
USER_2165,2026-01-13 09:50:00,Google Ads,signup
USER_1354,2026-01-13 10:11:00,Meta Ads,click
USER_1343,2026-01-13 10:23:00,Meta Ads,visit
USER_2439,2026-01-13 10:39:00,Google Ads,click
USER_1262,2026-01-13 10:47:00,Google Ads,signup
USER_2256,2026-01-13 10:52:00,Organic Search,booking
USER_2903,2026-01-13 11:06:00,Google Ads,click
USER_1313,2026-01-13 11:15:00,Organic Search,click
USER_1770,2026-01-13 11:32:00,Organic Search,click
USER_2692,2026-01-13 12:11:00,Organic Search,click
USER_2521,2026-01-13 12:19:00,Meta Ads,visit
USER_2528,2026-01-13 12:37:00,Meta Ads,signup
USER_2024,2026-01-13 12:41:00,Organic Search,click
USER_1727,2026-01-13 12:57:00,Meta Ads,booking
USER_1946,2026-01-13 13:09:00,Meta Ads,click
USER_2136,2026-01-13 13:14:00,Google Ads,click
USER_2074,2026-01-13 13:28:00,Meta Ads,click
USER_2008,2026-01-13 14:04:00,Google Ads,signup
USER_1661,2026-01-13 15:02:00,Meta Ads,visit
USER_1038,2026-01-13 15:13:00,Google Ads,click
USER_2496,2026-01-13 15:21:00,Google Ads,visit
USER_2318,2026-01-13 15:44:00,Google Ads,visit
USER_2218,2026-01-13 15:55:00,Meta Ads,signup
USER_2846,2026-01-13 16:08:00,Meta Ads,click
USER_1103,2026-01-13 16:14:00,Meta Ads,visit
USER_1013,2026-01-13 16:33:00,Meta Ads,click
USER_1426,2026-01-13 16:39:00,Google Ads,click
USER_1457,2026-01-13 17:13:00,Google Ads,visit
USER_2676,2026-01-13 17:23:00,Meta Ads,click
USER_2462,2026-01-13 17:26:00,Meta Ads,click
USER_2777,2026-01-13 17:52:00,Google Ads,visit
USER_2358,2026-01-13 18:01:00,Google Ads,click
USER_1277,2026-01-13 18:09:00,Meta Ads,visit
USER_1276,2026-01-13 18:15:00,Google Ads,click
USER_2245,2026-01-13 18:32:00,Google Ads,signup
USER_3354,2026-01-13 19:08:00,Email Referral,visit
USER_2621,2026-01-13 19:16:00,Google Ads,click
USER_3489,2026-01-13 19:36:00,Meta Ads,signup
USER_1303,2026-01-13 19:39:00,Email Referral,visit
USER_1515,2026-01-13 19:39:00,Meta Ads,click
USER_1904,2026-01-13 19:42:00,Google Ads,signup
USER_3080,2026-01-13 19:51:00,Email Referral,click
USER_1398,2026-01-13 19:58:00,Google Ads,click
USER_1271,2026-01-13 20:01:00,Google Ads,signup
USER_2097,2026-01-13 20:01:00,Meta Ads,click
USER_3048,2026-01-13 20:07:00,Meta Ads,click
USER_2244,2026-01-13 20:25:00,Google Ads,click
USER_3493,2026-01-13 20:30:00,Organic Search,visit
USER_1664,2026-01-13 20:50:00,Organic Search,click
USER_2606,2026-01-13 20:52:00,Meta Ads,click
USER_1831,2026-01-13 21:10:00,Email Referral,signup
USER_1147,2026-01-13 21:31:00,Email Referral,click
USER_3013,2026-01-13 21:52:00,Email Referral,click
USER_2877,2026-01-13 22:05:00,Google Ads,signup
USER_3366,2026-01-13 22:07:00,Google Ads,visit
USER_1429,2026-01-13 22:09:00,Meta Ads,visit
USER_3285,2026-01-13 22:11:00,Organic Search,booking
USER_2896,2026-01-13 22:12:00,Meta Ads,visit
USER_3039,2026-01-13 22:39:00,Meta Ads,click
USER_3321,2026-01-13 22:44:00,Organic Search,booking
USER_3280,2026-01-13 22:56:00,Google Ads,click
USER_1685,2026-01-13 22:58:00,Email Referral,visit
USER_2279,2026-01-13 22:59:00,Meta Ads,visit
USER_1426,2026-01-13 23:16:00,Google Ads,click
USER_1771,2026-01-13 23:17:00,Email Referral,signup
USER_1463,2026-01-13 23:36:00,Meta Ads,click
USER_3211,2026-01-14 00:04:00,Email Referral,signup
USER_1582,2026-01-14 00:26:00,Google Ads,visit
USER_1561,2026-01-14 00:27:00,Email Referral,signup
USER_2873,2026-01-14 01:01:00,Google Ads,click
USER_2677,2026-01-14 01:26:00,Meta Ads,visit
USER_1057,2026-01-14 01:28:00,Organic Search,visit
USER_2383,2026-01-14 01:32:00,Email Referral,signup
USER_1041,2026-01-14 01:38:00,Meta Ads,click
USER_1947,2026-01-14 01:40:00,Google Ads,signup
USER_2191,2026-01-14 02:05:00,Meta Ads,click
USER_1461,2026-01-14 02:08:00,Meta Ads,click
USER_2036,2026-01-14 02:41:00,Meta Ads,visit
USER_2735,2026-01-14 03:05:00,Meta Ads,click
USER_2892,2026-01-14 03:07:00,Google Ads,visit
USER_1822,2026-01-14 03:23:00,Meta Ads,booking
USER_1396,2026-01-14 03:32:00,Google Ads,booking
USER_2317,2026-01-14 03:37:00,Google Ads,visit
USER_1798,2026-01-14 03:44:00,Google Ads,click
USER_2420,2026-01-14 03:45:00,Organic Search,signup
USER_1671,2026-01-14 03:50:00,Meta Ads,click
USER_1905,2026-01-14 04:01:00,Google Ads,visit
USER_3370,2026-01-14 04:57:00,Google Ads,click
USER_1572,2026-01-14 05:04:00,Meta Ads,click
USER_2457,2026-01-14 05:26:00,Meta Ads,click
USER_1406,2026-01-14 05:29:00,Email Referral,signup
USER_2304,2026-01-14 05:31:00,Google Ads,click
USER_1976,2026-01-14 05:32:00,Meta Ads,click
USER_2020,2026-01-14 05:42:00,Meta Ads,click
USER_3431,2026-01-14 06:01:00,Google Ads,click
USER_1030,2026-01-14 06:14:00,Google Ads,click
USER_1041,2026-01-14 06:17:00,Meta Ads,click
USER_3243,2026-01-14 06:17:00,Google Ads,signup
USER_3451,2026-01-14 06:22:00,Google Ads,click
USER_2145,2026-01-14 07:01:00,Email Referral,visit
USER_2992,2026-01-14 07:25:00,Meta Ads,click
USER_1906,2026-01-14 07:36:00,Meta Ads,visit
USER_3464,2026-01-14 08:10:00,Google Ads,click
USER_1705,2026-01-14 08:59:00,Organic Search,click
USER_3090,2026-01-14 09:05:00,Organic Search,visit
USER_1396,2026-01-14 09:14:00,Meta Ads,booking
USER_3109,2026-01-14 09:16:00,Google Ads,booking
USER_2898,2026-01-14 09:35:00,Meta Ads,signup
USER_1235,2026-01-14 09:58:00,Google Ads,visit
USER_2312,2026-01-14 10:31:00,Organic Search,click
USER_1836,2026-01-14 10:59:00,Meta Ads,visit
USER_1542,2026-01-14 11:07:00,Google Ads,visit
USER_1716,2026-01-14 11:25:00,Google Ads,click
USER_1523,2026-01-14 11:35:00,Google Ads,visit
USER_2625,2026-01-14 11:35:00,Google Ads,visit
USER_2815,2026-01-14 11:47:00,Organic Search,visit
USER_3014,2026-01-14 12:10:00,Email Referral,signup
USER_1133,2026-01-14 12:14:00,Google Ads,click
USER_1521,2026-01-14 12:23:00,Meta Ads,visit
USER_2940,2026-01-14 12:33:00,Google Ads,click
USER_2834,2026-01-14 12:45:00,Google Ads,visit
USER_2341,2026-01-14 13:13:00,Google Ads,booking
USER_1259,2026-01-14 13:36:00,Organic Search,visit
USER_1102,2026-01-14 13:49:00,Meta Ads,click
USER_2444,2026-01-14 13:55:00,Organic Search,click
USER_2722,2026-01-14 14:05:00,Meta Ads,click
USER_1946,2026-01-14 14:08:00,Organic Search,click
USER_2764,2026-01-14 14:11:00,Meta Ads,visit
USER_2204,2026-01-14 14:17:00,Google Ads,click
USER_1025,2026-01-14 14:19:00,Organic Search,visit
USER_1468,2026-01-14 14:23:00,Organic Search,visit
USER_2398,2026-01-14 14:33:00,Organic Search,click
USER_2699,2026-01-14 14:38:00,Google Ads,click
USER_1969,2026-01-14 14:49:00,Google Ads,visit
USER_2149,2026-01-14 14:53:00,Meta Ads,click
USER_1681,2026-01-14 15:26:00,Meta Ads,signup
USER_2327,2026-01-14 15:48:00,Google Ads,visit
USER_1624,2026-01-14 15:54:00,Email Referral,click
USER_1640,2026-01-14 15:59:00,Email Referral,click
USER_1424,2026-01-14 16:00:00,Google Ads,visit
USER_2586,2026-01-14 16:31:00,Email Referral,click
USER_1041,2026-01-14 16:48:00,Meta Ads,booking
USER_2517,2026-01-14 17:03:00,Google Ads,click
USER_1584,2026-01-14 17:33:00,Meta Ads,click
USER_1535,2026-01-14 17:46:00,Google Ads,click
USER_2615,2026-01-14 17:58:00,Email Referral,click
USER_3404,2026-01-14 18:02:00,Google Ads,signup
USER_3197,2026-01-14 18:14:00,Email Referral,visit
USER_3096,2026-01-14 18:23:00,Google Ads,signup
USER_3434,2026-01-14 18:25:00,Organic Search,click
USER_2957,2026-01-14 18:36:00,Google Ads,visit
USER_1250,2026-01-14 19:05:00,Google Ads,visit
USER_2679,2026-01-14 19:06:00,Meta Ads,click
USER_3163,2026-01-14 19:17:00,Meta Ads,click
USER_2549,2026-01-14 19:19:00,Google Ads,click
USER_2174,2026-01-14 19:36:00,Google Ads,click
USER_1824,2026-01-14 19:53:00,Google Ads,visit
USER_2613,2026-01-14 19:58:00,Google Ads,visit
USER_2451,2026-01-14 21:10:00,Google Ads,click
USER_1477,2026-01-14 21:15:00,Meta Ads,click
USER_3000,2026-01-14 21:16:00,Google Ads,signup
USER_2809,2026-01-14 21:28:00,Organic Search,signup
USER_1395,2026-01-14 21:36:00,Google Ads,signup
USER_1325,2026-01-14 21:47:00,Google Ads,visit
USER_3124,2026-01-14 21:59:00,Meta Ads,signup
USER_1608,2026-01-14 22:00:00,Meta Ads,visit
USER_2295,2026-01-14 22:01:00,Google Ads,click
USER_3339,2026-01-14 22:16:00,Organic Search,booking
USER_3314,2026-01-14 22:19:00,Google Ads,visit
USER_3038,2026-01-14 22:26:00,Google Ads,visit
USER_2030,2026-01-14 22:34:00,Organic Search,click
USER_1923,2026-01-14 22:58:00,Google Ads,click
USER_1781,2026-01-14 23:11:00,Organic Search,visit
USER_2393,2026-01-14 23:27:00,Google Ads,signup
USER_2682,2026-01-14 23:28:00,Organic Search,click
USER_1858,2026-01-14 23:48:00,Google Ads,visit
USER_2726,2026-01-15 00:10:00,Meta Ads,click
USER_3054,2026-01-15 00:14:00,Google Ads,click
USER_2572,2026-01-15 00:30:00,Google Ads,click
USER_2474,2026-01-15 00:56:00,Google Ads,signup
USER_2117,2026-01-15 00:56:00,Meta Ads,visit
USER_2749,2026-01-15 01:01:00,Google Ads,click
USER_2526,2026-01-15 01:29:00,Meta Ads,visit
USER_2452,2026-01-15 01:39:00,Organic Search,signup
USER_1462,2026-01-15 01:46:00,Google Ads,click
USER_2106,2026-01-15 02:01:00,Google Ads,signup
USER_1173,2026-01-15 02:08:00,Meta Ads,visit
USER_2068,2026-01-15 02:12:00,Meta Ads,signup
USER_2496,2026-01-15 02:28:00,Meta Ads,click
USER_2829,2026-01-15 02:30:00,Meta Ads,signup
USER_2142,2026-01-15 03:07:00,Meta Ads,signup
USER_2276,2026-01-15 03:13:00,Email Referral,signup
USER_1039,2026-01-15 03:25:00,Meta Ads,click
USER_3049,2026-01-15 03:41:00,Google Ads,click
USER_1162,2026-01-15 03:50:00,Google Ads,click
USER_2989,2026-01-15 05:00:00,Organic Search,click
USER_1977,2026-01-15 05:20:00,Organic Search,booking
USER_2196,2026-01-15 05:27:00,Google Ads,click
USER_1162,2026-01-15 06:04:00,Email Referral,visit
USER_2189,2026-01-15 06:06:00,Google Ads,booking
USER_3473,2026-01-15 06:19:00,Meta Ads,click
USER_1947,2026-01-15 06:34:00,Google Ads,signup
USER_3291,2026-01-15 06:38:00,Google Ads,click
USER_2604,2026-01-15 07:14:00,Google Ads,click
USER_1159,2026-01-15 07:29:00,Meta Ads,click
USER_2717,2026-01-15 07:38:00,Google Ads,visit
USER_2122,2026-01-15 07:40:00,Google Ads,click
USER_3123,2026-01-15 07:43:00,Email Referral,visit
USER_1040,2026-01-15 07:57:00,Organic Search,click
USER_2833,2026-01-15 08:15:00,Google Ads,visit
USER_3202,2026-01-15 08:17:00,Google Ads,visit
USER_2207,2026-01-15 09:09:00,Meta Ads,click
USER_1326,2026-01-15 09:53:00,Google Ads,visit
USER_1324,2026-01-15 09:58:00,Google Ads,click
USER_2541,2026-01-15 10:11:00,Google Ads,visit
USER_3060,2026-01-15 10:15:00,Meta Ads,click
USER_1825,2026-01-15 10:26:00,Meta Ads,visit
USER_1897,2026-01-15 11:03:00,Meta Ads,signup
USER_1575,2026-01-15 11:19:00,Meta Ads,click
USER_3235,2026-01-15 11:21:00,Email Referral,visit
USER_2997,2026-01-15 11:26:00,Meta Ads,visit
USER_2474,2026-01-15 11:39:00,Meta Ads,click
USER_3224,2026-01-15 11:56:00,Meta Ads,visit
USER_1991,2026-01-15 12:01:00,Email Referral,click
USER_1341,2026-01-15 12:18:00,Organic Search,click
USER_1528,2026-01-15 12:39:00,Meta Ads,visit
USER_2274,2026-01-15 12:44:00,Google Ads,click
USER_1788,2026-01-15 13:05:00,Organic Search,click
USER_2378,2026-01-15 13:06:00,Organic Search,visit
USER_3177,2026-01-15 13:45:00,Google Ads,booking
USER_1900,2026-01-15 13:47:00,Meta Ads,click
USER_2416,2026-01-15 13:55:00,Google Ads,click
USER_1205,2026-01-15 14:08:00,Google Ads,visit
USER_1349,2026-01-15 14:11:00,Google Ads,signup
USER_1360,2026-01-15 14:39:00,Google Ads,click
USER_2737,2026-01-15 14:52:00,Organic Search,click
USER_1065,2026-01-15 14:58:00,Organic Search,visit
USER_1907,2026-01-15 15:19:00,Meta Ads,click
USER_1870,2026-01-15 15:53:00,Organic Search,click
USER_1717,2026-01-15 15:55:00,Organic Search,visit
USER_1175,2026-01-15 15:58:00,Google Ads,click
USER_1460,2026-01-15 16:08:00,Google Ads,visit
USER_3397,2026-01-15 16:33:00,Google Ads,visit
USER_2930,2026-01-15 16:34:00,Google Ads,booking
USER_1093,2026-01-15 16:46:00,Meta Ads,visit
USER_1726,2026-01-15 16:55:00,Google Ads,visit
USER_1667,2026-01-15 17:00:00,Google Ads,click
USER_2370,2026-01-15 17:09:00,Organic Search,visit
USER_2304,2026-01-15 17:51:00,Organic Search,visit
USER_2303,2026-01-15 18:03:00,Google Ads,click
USER_1975,2026-01-15 18:12:00,Organic Search,signup
USER_2232,2026-01-15 18:23:00,Meta Ads,click
USER_2816,2026-01-15 18:24:00,Meta Ads,visit
USER_2032,2026-01-15 18:37:00,Meta Ads,signup
USER_1653,2026-01-15 19:07:00,Google Ads,visit
USER_1129,2026-01-15 19:29:00,Organic Search,visit
USER_1061,2026-01-15 19:37:00,Meta Ads,click
USER_1192,2026-01-15 19:54:00,Meta Ads,visit
USER_2828,2026-01-15 20:04:00,Google Ads,click
USER_2268,2026-01-15 20:11:00,Google Ads,click
USER_1749,2026-01-15 20:11:00,Google Ads,visit
USER_2997,2026-01-15 20:11:00,Organic Search,visit
USER_2463,2026-01-15 20:14:00,Google Ads,signup
USER_2150,2026-01-15 20:24:00,Google Ads,visit
USER_2052,2026-01-15 20:25:00,Organic Search,click
USER_3251,2026-01-15 20:25:00,Email Referral,visit
USER_2055,2026-01-15 20:59:00,Meta Ads,signup
USER_3077,2026-01-15 21:19:00,Organic Search,signup
USER_1929,2026-01-15 21:37:00,Google Ads,click
USER_2742,2026-01-15 21:48:00,Google Ads,click
USER_2722,2026-01-15 21:50:00,Google Ads,signup
USER_3225,2026-01-15 22:02:00,Email Referral,click
USER_1289,2026-01-15 22:52:00,Email Referral,click
USER_2950,2026-01-15 23:19:00,Meta Ads,visit
USER_1695,2026-01-15 23:49:00,Email Referral,visit
USER_3252,2026-01-16 00:04:00,Organic Search,click
USER_2130,2026-01-16 00:26:00,Google Ads,click
USER_2413,2026-01-16 00:30:00,Meta Ads,click
USER_2973,2026-01-16 00:46:00,Google Ads,visit
USER_3330,2026-01-16 00:49:00,Email Referral,click
USER_3459,2026-01-16 00:52:00,Meta Ads,signup
USER_1295,2026-01-16 00:57:00,Organic Search,visit
USER_2457,2026-01-16 01:01:00,Google Ads,visit
USER_2803,2026-01-16 01:08:00,Google Ads,visit
USER_2357,2026-01-16 01:10:00,Email Referral,visit
USER_2418,2026-01-16 01:12:00,Organic Search,visit
USER_1330,2026-01-16 01:14:00,Meta Ads,click
USER_2464,2026-01-16 01:35:00,Google Ads,click
USER_3095,2026-01-16 01:42:00,Email Referral,visit
USER_1311,2026-01-16 01:48:00,Google Ads,click
USER_2821,2026-01-16 01:49:00,Email Referral,visit
USER_1573,2026-01-16 01:58:00,Google Ads,signup
USER_2861,2026-01-16 02:01:00,Meta Ads,click
USER_1101,2026-01-16 02:18:00,Meta Ads,visit
USER_3009,2026-01-16 03:11:00,Google Ads,visit
USER_1490,2026-01-16 03:17:00,Google Ads,signup
USER_1093,2026-01-16 03:33:00,Meta Ads,click
USER_1511,2026-01-16 03:34:00,Meta Ads,click
USER_1256,2026-01-16 04:00:00,Email Referral,click
USER_1919,2026-01-16 04:17:00,Organic Search,signup
USER_2821,2026-01-16 04:19:00,Meta Ads,click
USER_2686,2026-01-16 04:30:00,Meta Ads,click
USER_2956,2026-01-16 04:48:00,Email Referral,visit
USER_3347,2026-01-16 04:50:00,Email Referral,click
USER_3469,2026-01-16 04:50:00,Google Ads,click
USER_3008,2026-01-16 05:07:00,Organic Search,signup
USER_3258,2026-01-16 05:15:00,Meta Ads,visit
USER_2802,2026-01-16 05:47:00,Organic Search,click
USER_1494,2026-01-16 05:48:00,Google Ads,visit
USER_1110,2026-01-16 05:50:00,Meta Ads,click
USER_2107,2026-01-16 06:01:00,Meta Ads,visit
USER_1729,2026-01-16 06:13:00,Google Ads,booking
USER_1078,2026-01-16 06:19:00,Organic Search,visit
USER_2487,2026-01-16 06:30:00,Email Referral,visit
USER_2698,2026-01-16 06:31:00,Organic Search,click
USER_1292,2026-01-16 06:40:00,Organic Search,visit
USER_1445,2026-01-16 06:43:00,Organic Search,visit
USER_2207,2026-01-16 06:50:00,Meta Ads,visit
USER_1769,2026-01-16 07:19:00,Meta Ads,click
USER_2376,2026-01-16 07:20:00,Google Ads,booking
USER_3462,2026-01-16 07:26:00,Meta Ads,click
USER_3249,2026-01-16 07:29:00,Organic Search,click
USER_1271,2026-01-16 07:41:00,Meta Ads,click
USER_1498,2026-01-16 07:43:00,Meta Ads,visit
USER_3014,2026-01-16 07:44:00,Google Ads,click
USER_1096,2026-01-16 08:05:00,Email Referral,visit
USER_1821,2026-01-16 08:08:00,Google Ads,visit
USER_1865,2026-01-16 08:11:00,Organic Search,click
USER_3122,2026-01-16 08:18:00,Google Ads,click
USER_1730,2026-01-16 09:06:00,Google Ads,visit
USER_3279,2026-01-16 09:38:00,Organic Search,visit
USER_1284,2026-01-16 09:55:00,Organic Search,click
USER_2309,2026-01-16 10:02:00,Meta Ads,click
USER_2756,2026-01-16 10:09:00,Organic Search,click
USER_1237,2026-01-16 10:22:00,Meta Ads,click
USER_1146,2026-01-16 11:01:00,Meta Ads,click
USER_2664,2026-01-16 11:06:00,Google Ads,click
USER_1687,2026-01-16 11:09:00,Google Ads,click
USER_2426,2026-01-16 11:10:00,Google Ads,click
USER_2602,2026-01-16 11:34:00,Google Ads,click
USER_1697,2026-01-16 11:51:00,Meta Ads,click
USER_2891,2026-01-16 12:04:00,Organic Search,signup
USER_1326,2026-01-16 12:06:00,Meta Ads,visit
USER_3388,2026-01-16 12:16:00,Meta Ads,click
USER_2608,2026-01-16 12:20:00,Organic Search,visit
USER_1251,2026-01-16 12:22:00,Organic Search,signup
USER_1733,2026-01-16 12:35:00,Google Ads,visit
USER_2360,2026-01-16 12:36:00,Google Ads,click
USER_2876,2026-01-16 12:43:00,Organic Search,click
USER_1454,2026-01-16 12:49:00,Email Referral,signup
USER_1687,2026-01-16 12:59:00,Meta Ads,visit
USER_2264,2026-01-16 13:08:00,Google Ads,click
USER_2710,2026-01-16 13:12:00,Meta Ads,click
USER_2338,2026-01-16 13:41:00,Google Ads,click
USER_2053,2026-01-16 13:44:00,Google Ads,click
USER_1715,2026-01-16 14:15:00,Meta Ads,visit
USER_3173,2026-01-16 14:21:00,Organic Search,signup
USER_3259,2026-01-16 14:57:00,Google Ads,click
USER_1525,2026-01-16 14:58:00,Google Ads,booking
USER_2089,2026-01-16 15:16:00,Google Ads,signup
USER_2488,2026-01-16 15:26:00,Meta Ads,click
USER_1319,2026-01-16 16:10:00,Meta Ads,visit
USER_1546,2026-01-16 16:15:00,Meta Ads,visit
USER_1012,2026-01-16 16:33:00,Organic Search,visit
USER_2155,2026-01-16 16:59:00,Google Ads,click
USER_1303,2026-01-16 17:13:00,Meta Ads,click
USER_2943,2026-01-16 17:58:00,Meta Ads,click
USER_3444,2026-01-16 18:19:00,Meta Ads,click
USER_1452,2026-01-16 18:25:00,Meta Ads,booking
USER_2397,2026-01-16 18:36:00,Google Ads,visit
USER_2961,2026-01-16 18:59:00,Organic Search,signup
USER_1212,2026-01-16 19:03:00,Google Ads,click
USER_2236,2026-01-16 19:16:00,Google Ads,click
USER_1117,2026-01-16 19:37:00,Google Ads,click
USER_2924,2026-01-16 19:58:00,Meta Ads,visit
USER_2532,2026-01-16 20:13:00,Google Ads,click
USER_1874,2026-01-16 20:18:00,Google Ads,click
USER_1994,2026-01-16 20:29:00,Meta Ads,click
USER_2512,2026-01-16 20:58:00,Organic Search,visit
USER_2338,2026-01-16 21:10:00,Google Ads,signup
USER_2404,2026-01-16 21:30:00,Google Ads,click
USER_1417,2026-01-16 21:58:00,Google Ads,signup
USER_1046,2026-01-16 22:00:00,Google Ads,click
USER_3120,2026-01-16 22:01:00,Email Referral,visit
USER_2957,2026-01-16 22:35:00,Google Ads,click
USER_1314,2026-01-16 22:39:00,Meta Ads,visit
USER_2284,2026-01-16 22:41:00,Meta Ads,booking
USER_2171,2026-01-16 22:43:00,Meta Ads,visit
USER_2348,2026-01-16 22:50:00,Organic Search,signup
USER_1668,2026-01-16 23:13:00,Google Ads,click
USER_2046,2026-01-16 23:51:00,Meta Ads,visit
USER_3462,2026-01-17 00:01:00,Google Ads,click
USER_2813,2026-01-17 00:29:00,Meta Ads,signup
USER_1506,2026-01-17 00:59:00,Google Ads,click
USER_1546,2026-01-17 01:15:00,Meta Ads,visit
USER_3389,2026-01-17 02:10:00,Meta Ads,visit
USER_1364,2026-01-17 02:21:00,Organic Search,click
USER_2377,2026-01-17 02:30:00,Meta Ads,click
USER_2278,2026-01-17 02:32:00,Meta Ads,booking
USER_1286,2026-01-17 03:06:00,Google Ads,click
USER_1627,2026-01-17 03:28:00,Google Ads,visit
USER_2703,2026-01-17 03:35:00,Google Ads,click
USER_2292,2026-01-17 04:12:00,Meta Ads,click
USER_1785,2026-01-17 04:23:00,Google Ads,click
USER_2609,2026-01-17 04:48:00,Organic Search,signup
USER_2736,2026-01-17 04:54:00,Google Ads,visit
USER_2138,2026-01-17 04:55:00,Google Ads,visit
USER_1936,2026-01-17 05:14:00,Organic Search,click
USER_1965,2026-01-17 05:25:00,Organic Search,visit
USER_1396,2026-01-17 05:26:00,Google Ads,click
USER_1126,2026-01-17 05:45:00,Google Ads,visit
USER_1843,2026-01-17 06:21:00,Google Ads,click
USER_2074,2026-01-17 06:31:00,Google Ads,booking
USER_1705,2026-01-17 06:54:00,Google Ads,click
USER_2326,2026-01-17 06:58:00,Meta Ads,visit
USER_1235,2026-01-17 07:04:00,Organic Search,click
USER_2683,2026-01-17 07:34:00,Meta Ads,visit
USER_2410,2026-01-17 07:41:00,Meta Ads,click
USER_3045,2026-01-17 08:09:00,Organic Search,click
USER_1553,2026-01-17 08:23:00,Organic Search,visit
USER_2871,2026-01-17 08:24:00,Google Ads,click
USER_1657,2026-01-17 08:24:00,Google Ads,click
USER_2620,2026-01-17 08:25:00,Meta Ads,click
USER_3061,2026-01-17 08:32:00,Meta Ads,click
USER_1580,2026-01-17 08:39:00,Google Ads,signup
USER_2657,2026-01-17 08:54:00,Google Ads,click
USER_2103,2026-01-17 08:56:00,Organic Search,signup
USER_2834,2026-01-17 09:00:00,Google Ads,booking
USER_1687,2026-01-17 10:04:00,Meta Ads,click
USER_1410,2026-01-17 11:04:00,Organic Search,click
USER_1877,2026-01-17 11:06:00,Google Ads,click
USER_1268,2026-01-17 11:07:00,Google Ads,booking
USER_2105,2026-01-17 11:08:00,Google Ads,click
USER_2981,2026-01-17 11:47:00,Meta Ads,visit
USER_2093,2026-01-17 11:51:00,Meta Ads,click
USER_2295,2026-01-17 12:25:00,Organic Search,visit
